greV,greQ,greA,cgpa,univName
145,160,3,0.759,New Jersey Institute of Technology
130,170.212766,4,0.914,Johns Hopkins University
130,170.212766,3.5,0.777,Johns Hopkins University
130,168.0851064,3,0.72,Johns Hopkins University
130,170.212766,4,0.914,Georgia Institute of Technology
130,168.0851064,3.5,0.75,Georgia Institute of Technology
130,170.212766,5.5,0.9875,Georgia Institute of Technology
153,167,3.5,0.938,Georgia Institute of Technology
130,170.212766,0,0.847,Georgia Institute of Technology
146.8085106,170.212766,4,0.72,Georgia Institute of Technology
148.9361702,170.212766,4.5,0.985,Georgia Institute of Technology
163,163,4.5,0.912,Georgia Institute of Technology
162,164,4,0.935,Georgia Institute of Technology
163,167,4.5,0.909,Georgia Institute of Technology
130,170.212766,3.5,0.777,Georgia Institute of Technology
153.1914894,170.212766,4.5,0.772,Georgia Institute of Technology
161,159,4,0.76,Georgia Institute of Technology
146,155,2.5,0.857,Georgia Institute of Technology
130,163.8297872,3.5,0.84,Georgia Institute of Technology
130,170.212766,3.5,0.954,Georgia Institute of Technology
162,160,4,0.918,Georgia Institute of Technology
155,164,4,0.94,Georgia Institute of Technology
148.9361702,168.0851064,4,0.8011,Georgia Institute of Technology
157.4468085,170.212766,5,0.82,Georgia Institute of Technology
130,168.0851064,3,0.72,George Mason University
159,163,5,0.932,Cornell University
130,163.8297872,3.5,0.83,Cornell University
148.9361702,170.212766,4.5,0.985,Cornell University
136.1702128,163.8297872,4,0.942,Cornell University
158,169,4.5,0.852,Cornell University
154,157,3.5,0.8,Cornell University
148,166,3.5,0.8225,Cornell University
148,169,4,0.81,Cornell University
155,162,4,0.962,Cornell University
130,165.9574468,0,0,Cornell University
142.5531915,170.212766,4,0.907,Cornell University
155,164,4,0.94,Cornell University
154,164,4,0.869,Cornell University
130,170.212766,4,0.935,Columbia University
160,159,4,0.74,Columbia University
156,170,3.5,0.868,Columbia University
163,167,4.5,0.909,Columbia University
163,167,0,0.863,Clemson University
157,155,3.5,0.0942,Clemson University
130,170.212766,4,0.79,Clemson University
154,160,4,0.875,Clemson University
158,165,4,0.8,Carnegie Mellon University
166,170,4.5,0.945,Carnegie Mellon University
159,163,5,0.932,Carnegie Mellon University
35,46,4.5,0.69,Carnegie Mellon University
148.9361702,170.212766,4.5,0.985,Carnegie Mellon University
156,170,3.5,0.868,Carnegie Mellon University
163,167,4.5,0.909,Carnegie Mellon University
130,165.9574468,0,0.78,Carnegie Mellon University
130,165.9574468,5,0.8,Carnegie Mellon University
153.1914894,170.212766,4.5,0.772,Carnegie Mellon University
161,159,4,0.76,Carnegie Mellon University
149,159,3,0.82,Carnegie Mellon University
34,46,4,0.81,Carnegie Mellon University
131.9148936,161.7021277,4,0.82,Carnegie Mellon University
148,166,3.5,0.8225,Carnegie Mellon University
153,162,4,0.7493,Carnegie Mellon University
148,169,4,0.81,Carnegie Mellon University
35,48,4,0.925,Carnegie Mellon University
155,164,4,0.94,Carnegie Mellon University
130,155.3191489,4,0.765,Carnegie Mellon University
130,170,4.2,0.92,Carnegie Mellon University
154,164,4,0.869,Carnegie Mellon University
156,166,4,0.949,Carnegie Mellon University
150,163,3.5,0.919,Arizona State University
152,164,3.5,0.839,Arizona State University
162,165,4,0.901,Arizona State University
159,167,3.5,0.876,Arizona State University
157,155,3.5,0.0942,Arizona State University
145,161,3.5,0.765,Arizona State University
144.6808511,170.212766,4,0.925,Arizona State University
152,164,4,0.875,Arizona State University
130,163.8297872,3.5,0.928,Arizona State University
142.5531915,170.212766,3.5,0.7419,Arizona State University
162,164,4.5,0.72,Arizona State University
141,163,4,0.72,Arizona State University
157,168,4.5,0.906,Arizona State University
148,161,3,0.905,Arizona State University
130,168.0851064,3,0.7657,Arizona State University
156,164,4,0.98,Arizona State University
130,157.4468085,3,0.76,Arizona State University
151,159,4,0.845,Arizona State University
153,162,4,0.7493,Arizona State University
162,164,4.5,0.883,Arizona State University
145,157,0,0.709,Arizona State University
148.9361702,168.0851064,4,0.8011,Arizona State University
147,167,3,0.913,Arizona State University
154,160,4,0.875,Arizona State University
151,160,4,0.7,Northeastern University
136.1702128,165.9574468,3,0.7,University of Utah
144,156,3,0,University of Texas Arlington
162,168,3.5,0.74,North Carolina State University
162,168,3.5,0.74,Carnegie Mellon University
130,163.8297872,2.5,0.034,New Jersey Institute of Technology
151,164,3,0.756,University of Maryland College Park
151,164,3,0.756,University of Illinois Chicago
151,164,3,0.756,University of Arizona
151,164,3,0.756,Northeastern University
130,151.0638298,2.5,0.65,University of Cincinnati
130,151.0638298,2.5,0.65,Texas A and M University College Station
147,161,3,0.745,University of Texas Dallas
149,159,3.5,0.781,University of Arizona
130,165.9574468,3,0.7818,SUNY Stony Brook
149,161,4,0.65,University of Texas Arlington
149,161,4,0.65,University of North Carolina Charlotte
149,161,4,0.65,Northeastern University
149,166,3.5,0.68,University of North Carolina Charlotte
149,166,3.5,0.68,University of Colorado Boulder
153,161,4,0.78,University of Southern California
130,157.4468085,3,0,University of Illinois Chicago
157,162,3.5,0.71,University of Maryland College Park
157,162,3.5,0.71,University of Cincinnati
157,162,3.5,0.71,University of Arizona
157,162,3.5,0.71,Texas A and M University College Station
130,157.4468085,0,0.784,University of Texas Dallas
130,157.4468085,0,0.784,University of Illinois Chicago
130,157.4468085,0,0.784,SUNY Buffalo
130,161.7021277,4,0.6714,New Jersey Institute of Technology
130,163.8297872,4.5,0.62,Virginia Polytechnic Institute and State University
130,165.9574468,3.5,0.65,University of Texas Dallas
151,161,3.5,0.682,University of Texas Dallas
159,168,4,0.77,University of Texas Dallas
130,159.5744681,4,0,University of Texas Arlington
151,161,3.5,0.682,University of North Carolina Charlotte
158,162,3,0.61,University of North Carolina Charlotte
130,170.212766,3.5,0.58,University of North Carolina Charlotte
149,154,3.5,0.7,University of Maryland College Park
144.6808511,163.8297872,4,0.6842,University of Illinois Urbana-Champaign
142.5531915,165.9574468,4,0.57,University of Cincinnati
149,154,3.5,0.7,University of Arizona
130,163.8297872,4.5,0.62,Texas A and M University College Station
142.5531915,165.9574468,4,0.57,Syracuse University
144.6808511,163.8297872,4,0.6842,Syracuse University
130,168.0851064,3,0.7157,SUNY Stony Brook
151,161,3.5,0.682,SUNY Buffalo
144.6808511,163.8297872,4,0.6842,SUNY Buffalo
130,165.9574468,3.5,0.65,Northeastern University
130,163.8297872,4.5,0.62,Northeastern University
149,154,3.5,0.7,Northeastern University
130,153.1914894,0,0,Northeastern University
142.5531915,165.9574468,4,0.57,New York University
145,161,3.5,0.63,New Jersey Institute of Technology
159,168,4,0.77,Georgia Institute of Technology
131.9148936,170.212766,1420,0.72,Georgia Institute of Technology
130,165.9574468,3.5,0.65,George Mason University
130,170.212766,3.5,0.58,George Mason University
130,163.8297872,4.5,0.62,Carnegie Mellon University
144.6808511,163.8297872,4,0.6842,Carnegie Mellon University
130,163.8297872,4.5,0.62,Arizona State University
130,170.212766,3,0.65,Arizona State University
151,158,3.5,0.8,Northeastern University
142,130,163,0.748,Syracuse University
130,161.7021277,4,0.66,University of Texas Dallas
130,161.7021277,4,0.66,University of Southern California
130,161.7021277,4,0.66,Arizona State University
33,47,5,0.9125,University of Washington
146,164,4,0.79,University of Texas Dallas
149,165,3.5,0.73,University of Texas Dallas
149,156,3,0.815,University of Texas Dallas
33,47,5,0.9125,University of Texas Dallas
147,160,3.5,0.7813,University of Texas Dallas
142,160,3.5,0.73,University of Texas Dallas
147,160,3.5,0.7813,University of Texas Arlington
147,161,3,0.74,University of Texas Arlington
146,164,4,0.79,University of Southern California
161,169,4.5,0.831,University of Southern California
147,162,3,0.753,University of Southern California
149,164,3,0.6943,University of North Carolina Charlotte
130,161.7021277,3.5,0.711,University of Michigan Ann Arbor
33,47,5,0.9125,University of Maryland College Park
154,163,3.5,0.7,University of Maryland College Park
150,170,0,0.70125,University of Illinois Chicago
149,156,3,0.815,University of Illinois Chicago
33,47,5,0.9125,University of Illinois Chicago
154,163,3.5,0.7,University of Illinois Chicago
130,170.212766,4,0.67,University of Illinois Chicago
147,160,3.5,0.7813,University of Illinois Chicago
152,170,3,0.757,University of Illinois Chicago
153,163,0,0.8,University of Florida
149,165,3.5,0.73,University of Cincinnati
153,162,3.5,0.675,University of California Irvine
150,170,0,0.70125,University of Arizona
154,163,3.5,0.7,University of Arizona
33,47,5,0.9125,Texas A and M University College Station
154,163,3.5,0.7,Texas A and M University College Station
150,170,0,0.70125,Syracuse University
149,156,3,0.815,Syracuse University
33,47,5,0.9125,Syracuse University
146,164,4,0.79,SUNY Stony Brook
161,169,4.5,0.831,SUNY Stony Brook
149,165,3.5,0.73,SUNY Buffalo
161,169,4.5,0.831,SUNY Buffalo
152,170,3,0.757,SUNY Buffalo
153,158,0,0.73,SUNY Buffalo
130,161.7021277,3.5,0.711,Purdue University
148,158,3,0.67,Northeastern University
146,164,4,0.79,Northeastern University
147,157,3,0.688,Northeastern University
157,158,4,0.6711,Northeastern University
149,156,3,0.815,Northeastern University
152,157,3.5,0.75,Northeastern University
144,156,3,0.825,Northeastern University
147,162,3,0.753,Northeastern University
152,170,3,0.757,North Carolina State University
157,158,4,0.6711,New York University
149,157,3,0.7327,New Jersey Institute of Technology
130,157.4468085,3,0.7,New Jersey Institute of Technology
146,160,2.5,0.744,New Jersey Institute of Technology
130,155.3191489,3.5,0.63,New Jersey Institute of Technology
147,158,3.5,0.65,New Jersey Institute of Technology
148,158,3,0.67,George Mason University
162,161,3,0.6715,George Mason University
146,160,2.5,0.744,George Mason University
130,155.3191489,3.5,0.63,George Mason University
130,159.5744681,0,0.7,George Mason University
137,141,2,0.03,George Mason University
149,165,3.5,0.73,Clemson University
161,169,4.5,0.831,Arizona State University
145,161,3,0.72,University of Massachusetts Amherst
130,151.0638298,3,0.65,University of Texas Arlington
149,167,3,0.72,University of Utah
130,163.8297872,3,0.69,University of Texas Dallas
149,165,4,0.72,University of Texas Dallas
150,154,3.5,0,University of Texas Arlington
150,154,3.5,0,University of North Carolina Charlotte
159,165,4,0,University of Michigan Ann Arbor
130,161.7021277,5,0.6056,University of Maryland College Park
159,165,4,0,University of Maryland College Park
149,159,0,0.63,University of Maryland College Park
149,165,4,0.72,University of Illinois Urbana-Champaign
159,165,4,0,University of Illinois Chicago
130,170.212766,3,0.6592,University of Illinois Chicago
149,159,0,0.63,University of Illinois Chicago
142.5531915,159.5744681,4,0.6153,University of Florida
142.5531915,159.5744681,4,0.6153,University of Cincinnati
130,168.0851064,3,0.71,University of Cincinnati
130,170.212766,3,0.63,University of California Irvine
130,163.8297872,3,0.63,University of Arizona
130,170.212766,3,0.6288,University of Arizona
149,159,0,0.63,University of Arizona
130,168.0851064,3,0.71,Texas A and M University College Station
142.5531915,159.5744681,4,0.6153,Syracuse University
149,165,4,0.72,Syracuse University
130,170.212766,3.5,0.63,Syracuse University
130,168.0851064,3,0.71,Syracuse University
149,159,0,0.63,Syracuse University
130,170.212766,3,0.6592,SUNY Buffalo
144,165,3,0.71,SUNY Buffalo
149,159,0,0.63,SUNY Buffalo
151,165,4,0.65,Northeastern University
130,161.7021277,5,0.6056,Northeastern University
130,161.7021277,4,0.55,Northeastern University
159,165,4,0,Northeastern University
130,170.212766,3,0.6592,Northeastern University
149,165,4,0.72,North Carolina State University
130,161.7021277,5,0.6056,New York University
145,159,3,0.54,New Jersey Institute of Technology
130,170.212766,3,0.6592,George Mason University
130,163.8297872,3,0.63,Clemson University
130,168.0851064,3,0.71,Carnegie Mellon University
155,130,161,0.6567,Carnegie Mellon University
130,163.8297872,3,0.63,Arizona State University
130,170.212766,3,0.6592,Arizona State University
142.5531915,165.9574468,4,0.756,University of Southern California
156,161,3,0.832,University of Southern California
130,148.9361702,2.5,0.61,University of North Carolina Charlotte
38,48,4.5,0.7575,University of Massachusetts Amherst
151,164,3,0,University of Colorado Boulder
130,163.8297872,0,0.72,University of Cincinnati
161,165,5,0.74,Syracuse University
161,165,5,0.74,SUNY Buffalo
142.5531915,165.9574468,4,0.756,SUNY Buffalo
130,146.8085106,3.5,0.71,SUNY Buffalo
161,165,5,0.74,Northeastern University
155,163,4,0.72,North Carolina State University
130,168.0851064,3.5,0.81,Clemson University
153,163,3.5,0.829,Carnegie Mellon University
138.2978723,165.9574468,4,0.7,Arizona State University
154,165,4,0.7372,Arizona State University
147,167,3.5,0.7684,University of Texas Dallas
146,159,3.5,0.6941,University of Texas Arlington
130,170.212766,3.5,0.7869,University of Southern California
141,161,2.5,0.6823,University of North Carolina Charlotte
161,156,0,0.67,University of Michigan Ann Arbor
147,168,3,0,University of Illinois Chicago
130,163.8297872,4,0.73,Syracuse University
155,161,4,0.7206,SUNY Stony Brook
134.0425532,161.7021277,3.5,0.73,SUNY Buffalo
147,167,3.5,0.7684,SUNY Buffalo
130,163.8297872,4,0.73,SUNY Buffalo
134.0425532,161.7021277,3.5,0.73,Northeastern University
147,168,3,0,Northeastern University
130,163.8297872,4,0.73,Northeastern University
144,167,4,0.738,Northeastern University
147,167,3.5,0.7684,North Carolina State University
158,152,3.5,0.76,Johns Hopkins University
155,161,4,0.7206,Arizona State University
140.4255319,170.212766,3.5,0,University of Illinois Chicago
144,161,3,0.08,Syracuse University
145,159,3.5,0.72,University of Texas Dallas
142.5531915,165.9574468,4.5,0.7116,University of Texas Dallas
142.5531915,165.9574468,4.5,0.7116,Arizona State University
150,163,3.5,0.6421,University of Texas Dallas
150,163,3.5,0.6421,University of Texas Arlington
150,163,3.5,0.6421,SUNY Buffalo
153,151,5,0.75,University of Florida
130,165.9574468,3.5,0.65,University of Texas Dallas
142,161,3,0.7278,University of Texas Dallas
151,159,4.5,0.6996,University of Texas Dallas
148,157,4,0.63,University of Texas Dallas
130,161.7021277,3.5,0.67,University of Texas Arlington
130,170.212766,0,0,University of Southern California
151,159,4.5,0.6996,University of Illinois Chicago
153,168,4.5,0.6,University of Arizona
153,168,4.5,0.6,Texas A and M University College Station
153,168,4.5,0.6,Syracuse University
148,157,4,0.63,Syracuse University
153,168,4.5,0.6,SUNY Buffalo
130,170.212766,0,0,Rutgers University New Brunswick/Piscataway
142,159,3,0.8,Northeastern University
130,161.7021277,3.5,0.67,Arizona State University
155.3191489,170.212766,4,0.82,Georgia Institute of Technology
145,159,3,0.855,University of Utah
158,163,4.5,0.73,University of California Irvine
158,163,4.5,0.73,Carnegie Mellon University
130,168.0851064,4.5,0.741,University of Minnesota Twin Cities
130,168.0851064,4.5,0.741,SUNY Stony Brook
130,168.0851064,4.5,0.741,Ohio State University Columbus
130,153.1914894,2.5,0.072,Northeastern University
147,160,4,0.66,University of Texas Arlington
147,160,4,0.66,University of North Carolina Charlotte
147,160,4,0.66,University of Illinois Chicago
153,160,3,0.66,University of Illinois Chicago
149,163,3.5,0.68,George Mason University
138.2978723,170.212766,5,0.76,University of Minnesota Twin Cities
138.2978723,170.212766,5,0.76,Texas A and M University College Station
168.0851064,131.9148936,3,0.8975,Texas A and M University College Station
168.0851064,131.9148936,3,0.8975,Carnegie Mellon University
130,170.212766,4,0.6,University of Texas Dallas
130,170.212766,4,0.6,University of Texas Arlington
130,170.212766,4,0.6,New Jersey Institute of Technology
130,170.212766,4,0.6,Clemson University
153,162,3,0,University of Texas Dallas
152,155,3,0.734,University of Texas Dallas
153,162,3,0,University of Maryland College Park
152,155,3,0.734,University of Illinois Chicago
152,155,3,0.734,Syracuse University
152,155,3,0.734,Northeastern University
130,161.7021277,3.5,0.64,New Jersey Institute of Technology
144,160,3.5,0.72,New Jersey Institute of Technology
130,151.0638298,3,0.5472,University of Texas Dallas
157,162,3.5,0.69,SUNY Buffalo
157,162,3.5,0.69,Northeastern University
157,162,3.5,0.69,Arizona State University
149,153,2.5,0.629,Wayne State University
140,161,3,0.67,University of Texas Dallas
130,168.0851064,3.5,0.7616,University of Texas Dallas
130,151.0638298,2.5,0.625,University of Texas Dallas
130,155.3191489,3,0.72,University of Texas Dallas
130,151.0638298,3,0.65,University of Texas Dallas
153,161,4,0.81,University of Texas Dallas
144,160,3,0.7537,University of Texas Dallas
147,160,4,0.743,University of Texas Arlington
130,151.0638298,0,0.755,University of Southern California
130,165.9574468,3,0.6637,University of Southern California
152,164,4,0.8,University of Southern California
130,168.0851064,3.5,0.7616,University of North Carolina Charlotte
145,166,3.5,0.74,University of North Carolina Charlotte
149,157,4,0.66,University of North Carolina Charlotte
156,167,3.5,0.6501,University of Maryland College Park
153,158,3,0.644,University of Maryland College Park
130,155.3191489,3,0.72,University of Maryland College Park
158,166,3,0.7709,University of Illinois Urbana-Champaign
156,167,3.5,0.6501,University of Illinois Chicago
162,170,4,0.75,University of Illinois Chicago
160,164,3,0.7413,University of Illinois Chicago
146,161,3.5,0.75,University of Illinois Chicago
152,164,4,0.8,University of Illinois Chicago
130,170.212766,3,0.65,University of Florida
162,170,4,0.75,University of Florida
156,160,3,0.7,University of Florida
130,151.0638298,2.5,0.625,University of Florida
160,159,4,0.71,University of Florida
152,153,3.5,0.9,University of Florida
156,167,3.5,0.6501,University of Cincinnati
130,159.5744681,3.5,0.7,University of Cincinnati
31,49,4,0.8409,University of Cincinnati
130,157.4468085,4,0.63,University of Cincinnati
162,170,4,0.75,University of California Irvine
130,159.5744681,3.5,0.7,University of Arizona
31,49,4,0.8409,University of Arizona
130,155.3191489,3,0.72,University of Arizona
138.2978723,165.9574468,3,0.7408,University of Arizona
130,157.4468085,4,0.63,University of Arizona
156,160,3,0.7,Texas A and M University College Station
153,166,3.5,0.68,Syracuse University
152,164,4,0.8,Syracuse University
130,168.0851064,3,0.7028,Syracuse University
160,159,4,0.71,SUNY Stony Brook
145,166,3.5,0.74,SUNY Stony Brook
159,165,3.5,0.76,SUNY Stony Brook
130,159.5744681,3.5,0.7,SUNY Buffalo
152,161,3,0.6956,SUNY Buffalo
150,157,3,0.775,SUNY Buffalo
160,159,4,0.71,SUNY Buffalo
153,162,3.5,0.67,SUNY Buffalo
153,162,3.5,0.6772,SUNY Buffalo
152,164,4,0.8,SUNY Buffalo
130,157.4468085,4,0.63,SUNY Buffalo
130,168.0851064,3.5,0.7616,Rutgers University New Brunswick/Piscataway
160,164,3,0.7413,Northeastern University
130,165.9574468,3,0.67,Northeastern University
145,166,3.5,0.74,Northeastern University
153,158,3,0.644,Northeastern University
130,165.9574468,3.5,0.77,Northeastern University
158,166,3,0.7709,North Carolina State University
159,165,3.5,0.76,North Carolina State University
130,159.5744681,3.5,0.65,New Jersey Institute of Technology
166,168,4,0.757,Georgia Institute of Technology
138.2978723,165.9574468,3,0.7408,Columbia University
149,165,3,0.7,Clemson University
130,168.0851064,3.5,0.7616,Clemson University
130,170.212766,3,0.65,Carnegie Mellon University
156,167,3.5,0.6501,Carnegie Mellon University
156,166,3,0.73,Carnegie Mellon University
162,170,4,0.75,Carnegie Mellon University
31,49,4,0.8409,Carnegie Mellon University
153,166,3.5,0.68,Carnegie Mellon University
158,166,3,0.7709,Carnegie Mellon University
166,168,4,0.757,Carnegie Mellon University
130,165.9574468,3,0.6772,Carnegie Mellon University
149,165,3,0.7,Arizona State University
160,164,3,0.7413,Arizona State University
160,159,4,0.71,Arizona State University
158,166,3,0.7709,Arizona State University
151,157,3.5,0.8625,Arizona State University
130,159.5744681,3.5,0.8,University of Texas Dallas
143,158,3,0.839,University of Texas Dallas
153,158,3,0.6678,University of Texas Dallas
152,155,3,0.7002,University of Texas Dallas
143,158,3,0.839,University of Texas Arlington
130,159.5744681,3.5,0.8,University of Southern California
153,164,4,0.75,University of North Carolina Charlotte
150,150,4,0.73,University of North Carolina Charlotte
152,155,3,0.7002,University of Maryland College Park
140.4255319,157.4468085,3,0.9,University of Illinois Chicago
130,159.5744681,3.5,0.8,University of Illinois Chicago
153,158,3,0.6678,University of Illinois Chicago
130,155.3191489,3,0.746,University of Illinois Chicago
153,158,3,0.76,University of Illinois Chicago
153,158,3,0.76,University of Florida
153,164,4,0.75,University of Colorado Boulder
130,159.5744681,3.5,0.8,University of Cincinnati
153,164,4,0.75,University of Cincinnati
153,158,3,0.76,University of Cincinnati
140.4255319,157.4468085,3,0.9,University of Arizona
153,164,4,0.75,University of Arizona
140.4255319,157.4468085,3,0.9,Texas A and M University College Station
130,159.5744681,3.5,0.8,Syracuse University
130,159.5744681,3.5,0.8,SUNY Buffalo
130,165.9574468,3,0.73,SUNY Buffalo
140.4255319,157.4468085,3,0.9,Northeastern University
130,159.5744681,3.5,0.8,Northeastern University
155,161,3,0.73,Northeastern University
146,167,3.5,0.79,Northeastern University
153,164,4,0.75,Arizona State University
145,153,2.5,0.76,New Jersey Institute of Technology
153,162,3,0.911,SUNY Stony Brook
153,162,3,0.911,Arizona State University
130,157.4468085,3,0.6772,University of North Carolina Charlotte
130,157.4468085,3,0.6772,Northeastern University
130,161.7021277,3.5,0.74,University of Florida
130,161.7021277,3.5,0.74,University of Cincinnati
130,161.7021277,3.5,0.74,Arizona State University
149,154,3.5,0.74,Syracuse University
152,156,5,0.74,University of Washington
152,156,5,0.74,University of Maryland College Park
130,170.212766,3,0.7455,University of Maryland College Park
152,156,5,0.74,University of Illinois Chicago
130,170.212766,3,0.7455,University of Colorado Boulder
152,156,5,0.74,SUNY Buffalo
150,166,4,0.75,Northeastern University
130,170.212766,3,0.7455,Northeastern University
130,170.212766,3,0.7455,George Mason University
130,170.212766,3,0.7455,Arizona State University
32,49,5,0.675,University of Washington
32,49,5,0.675,University of Maryland College Park
32,49,5,0.675,University of Illinois Chicago
32,49,5,0.675,University of Arizona
146,147,3,0.668,Wayne State University
130,161.7021277,3,0.87,University of Massachusetts Amherst
130,161.7021277,3,0.87,Arizona State University
156,167,3.5,0.87,University of Maryland College Park
130,155.3191489,3,0.75,University of Texas Dallas
130,155.3191489,3,0.75,Syracuse University
130,155.3191489,3,0.75,Arizona State University
146,161,3,0.836,Wayne State University
130,161.7021277,3.5,0.74,University of Texas Dallas
130,157.4468085,3,0.7,University of Texas Dallas
146,161,3,0.8,University of Texas Dallas
141,159,3,0.76,University of Texas Dallas
130,157.4468085,4,0.85,University of Texas Dallas
154,157,3.5,0.725,University of Texas Dallas
130,155.3191489,4,0.75,University of Texas Arlington
130,157.4468085,3,0.7,University of Texas Arlington
130,161.7021277,4,0.8,University of Texas Arlington
156,166,4,0.785,University of Southern California
158,155,3.5,0.84,University of North Carolina Charlotte
156,163,4,0.828,University of North Carolina Charlotte
130,151.0638298,3.5,0.83,University of North Carolina Charlotte
130,157.4468085,4,0.85,University of North Carolina Charlotte
146,161,3,0.836,University of North Carolina Charlotte
155,158,4.5,0.74,University of Maryland College Park
156,166,4,0.785,University of Illinois Chicago
148,156,3,0.897,University of Illinois Chicago
142,157,3,0.84,University of Illinois Chicago
143,155,3,0.72,University of Illinois Chicago
155,158,4.5,0.74,University of Illinois Chicago
158,155,3.5,0.84,University of Florida
130,155.3191489,4,0.75,University of Arizona
130,161.7021277,4,0.8,Syracuse University
142,157,3,0.84,Syracuse University
158,155,3.5,0.84,SUNY Stony Brook
158,155,3.5,0.84,SUNY Buffalo
130,161.7021277,3.5,0.74,SUNY Buffalo
143,155,3,0.72,SUNY Buffalo
130,161.7021277,4,0.7,SUNY Buffalo
156,166,4,0.785,Northeastern University
130,151.0638298,3.5,0.83,Northeastern University
150,158,3.5,0.72,Northeastern University
137,149,3.5,0.08,New Jersey Institute of Technology
130,170.212766,3,1.6,New Jersey Institute of Technology
158,155,3.5,0.84,Clemson University
156,166,4,0.785,Arizona State University
148,156,3,0.897,Arizona State University
143,155,3,0.72,Arizona State University
130,157.4468085,4,0.85,Arizona State University
154,162,3.5,0.71,University of Utah
150,163,3.5,0.78,University of Texas Dallas
130,170.212766,4,0.75,University of Texas Dallas
130,161.7021277,3,0.73,University of Texas Dallas
146,157,3,0.765,University of Texas Dallas
144,160,3.5,0.75,University of Texas Dallas
130,163.8297872,3.5,0.77,University of Texas Dallas
130,165.9574468,4,0.75,University of Texas Dallas
130,168.0851064,3,0.801,University of Texas Dallas
154,162,3.5,0.71,University of Texas Arlington
130,148.9361702,4,0.76,University of Texas Arlington
150,157,3.5,0.7836,University of Texas Arlington
153,157,4,0.7,University of Texas Arlington
148,157,4,0.6971,University of Texas Arlington
153,163,4,0.8417,University of Southern California
146,157,3,0.765,University of Southern California
144,160,3.5,0.75,University of Southern California
140.4255319,168.0851064,4,0.77,University of Southern California
150,157,3.5,0.7836,University of Southern California
130,165.9574468,4,0.75,University of Pennsylvania
154,162,3.5,0.71,University of North Carolina Charlotte
147,158,3.5,0.08,University of North Carolina Charlotte
148,157,4,0.6971,University of North Carolina Charlotte
147,158,3.5,0.08,University of Massachusetts Amherst
153,163,4,0.8417,University of Illinois Chicago
130,165.9574468,4,0.75,University of Illinois Chicago
154,162,3.5,0.71,University of Colorado Boulder
130,163.8297872,3.5,0.77,University of Cincinnati
130,168.0851064,4,0.767,University of California Los Angeles
130,168.0851064,4,0.767,University of California Irvine
155,162,4,0.72,Syracuse University
153,163,4,0.8417,Syracuse University
144,160,3.5,0.75,Syracuse University
130,163.8297872,3.5,0.77,Syracuse University
150,163,3.5,0.78,SUNY Stony Brook
134.0425532,161.7021277,5,0.75,SUNY Stony Brook
130,168.0851064,4,0.767,SUNY Stony Brook
130,163.8297872,3.5,0.77,SUNY Stony Brook
150,163,3.5,0.78,SUNY Buffalo
153,163,4,0.8417,SUNY Buffalo
130,170.212766,4,0.75,SUNY Buffalo
130,165.9574468,4,0.75,SUNY Buffalo
152,164,3.5,0.72,SUNY Buffalo
130,168.0851064,3,0.801,SUNY Buffalo
130,168.0851064,4,0.767,Rutgers University New Brunswick/Piscataway
134.0425532,161.7021277,5,0.75,Ohio State University Columbus
155,162,4,0.72,Northeastern University
147,158,3,0.76,Northeastern University
153,163,4,0.8417,North Carolina State University
167,161,3.5,0.7823,North Carolina State University
148,163,0,0.8,North Carolina State University
134.0425532,161.7021277,5,0.75,North Carolina State University
130,168.0851064,4,0.767,North Carolina State University
130,165.9574468,4,0.75,North Carolina State University
145,163,0,0.75,Clemson University
153,163,4,0.8417,Arizona State University
130,170.212766,4,0.75,Arizona State University
148,163,0,0.8,Arizona State University
146,157,3,0.765,Arizona State University
130,168.0851064,4,0.767,Arizona State University
130,163.8297872,3.5,0.77,Arizona State University
130,165.9574468,4,0.75,Arizona State University
130,168.0851064,3,0.801,Arizona State University
130,148.9361702,3,0.9025,University of Pennsylvania
130,148.9361702,3,0.9025,Ohio State University Columbus
130,148.9361702,3,0.9025,North Carolina State University
152,162,4,0.6145,University of Southern California
147,162,3,0.61,Wayne State University
130,140.4255319,3,0.66,Wayne State University
130,170.212766,3,0.7363,University of Washington
130,170.212766,3,0.7363,University of Texas Dallas
152,166,3.5,0.6442,University of Texas Dallas
147,162,3,0.61,University of Texas Arlington
136,157,3.5,0.6503,University of Texas Arlington
130,140.4255319,3,0.66,University of Texas Arlington
158,162,3,0.7345,University of Southern California
130,159.5744681,4,0.63,University of North Carolina Charlotte
130,170.212766,3,0.7363,University of Maryland College Park
152,166,3.5,0.6442,University of Maryland College Park
152,166,3.5,0.6442,University of Illinois Chicago
158,168,4.5,0.63,University of Cincinnati
130,170.212766,4.5,0.624,University of Cincinnati
158,168,4.5,0.63,Texas A and M University College Station
130,170.212766,3,0.7363,SUNY Buffalo
158,162,3,0.7345,Northeastern University
136,157,3.5,0.6503,Clemson University
130,140.4255319,3,0.66,Clemson University
130,170.212766,3,0.7363,Carnegie Mellon University
130,170.212766,3,0.7363,Arizona State University
149,155,3,0.75,University of Texas Arlington
149,155,3,0.75,University of Illinois Chicago
150,159,3,0.62,Northeastern University
130,161.7021277,3,0,New Jersey Institute of Technology
147,168,3.5,0.74,SUNY Buffalo
139,158,3,0.8,University of Texas Dallas
139,158,3,0.8,University of Texas Arlington
139,158,3,0.8,Arizona State University
160,170,3.5,0.87,Carnegie Mellon University
